CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC425	CAZyme	k141_173353	k141_173353_3	1472	2410	+	CAZyme|GT2
CGC425	null	k141_173353	k141_173353_4	2411	3220	+	null
CGC425	TC	k141_173353	k141_173353_5	3235	3726	+	TC|3.A.1.103.5
CGC426	CAZyme	k141_173398	k141_173398_4	2094	3584	-	CAZyme|GT4_e945
CGC426	TC	k141_173398	k141_173398_5	3607	4536	-	TC|3.A.5.10.1
CGC427	CAZyme	k141_17355	k141_17355_1	10	1767	-	CAZyme|GH13_11
CGC427	TC	k141_17355	k141_17355_2	1801	2820	-	TC|3.A.1.2.19
CGC428	TC	k141_173852	k141_173852_6	4509	4985	-	TC|3.D.1.8.1
CGC428	null	k141_173852	k141_173852_7	5107	5622	+	null
CGC428	TC	k141_173852	k141_173852_8	5710	6537	+	TC|3.A.1.26.7
CGC428	TC	k141_173852	k141_173852_9	6513	7373	+	TC|3.A.1.26.7
CGC428	TC	k141_173852	k141_173852_10	7366	8166	+	TC|3.A.1.25.4
CGC428	null	k141_173852	k141_173852_11	8163	9158	+	null
CGC428	null	k141_173852	k141_173852_12	9435	10250	+	null
CGC428	CAZyme	k141_173852	k141_173852_13	10296	10736	+	CAZyme|GT51_e159
CGC429	TC	k141_173881	k141_173881_5	2792	4525	-	TC|3.A.1.106.2
CGC429	null	k141_173881	k141_173881_6	4564	5133	-	null
CGC429	null	k141_173881	k141_173881_7	5072	5323	-	null
CGC429	CAZyme	k141_173881	k141_173881_8	5550	6863	-	CAZyme|GH32_e45
CGC429	null	k141_173881	k141_173881_9	6942	7478	-	null
CGC429	null	k141_173881	k141_173881_10	7478	7756	-	null
CGC429	TC	k141_173881	k141_173881_11	7990	8529	+	TC|3.A.1.25.3
CGC429	TC	k141_173881	k141_173881_12	8543	8773	+	TC|3.D.1.6.4
CGC429	TC	k141_173881	k141_173881_13	8818	9246	+	TC|3.B.1.1.2
CGC430	CAZyme	k141_174028	k141_174028_4	2886	3995	-	CAZyme|GT28_e115
CGC430	CAZyme	k141_174028	k141_174028_5	4000	5379	-	CAZyme|GT119+TC|2.A.103.1.4
CGC431	TC	k141_174980	k141_174980_2	570	1640	-	TC|4.D.2.1.5
CGC431	null	k141_174980	k141_174980_3	1773	2345	-	null
CGC431	CAZyme	k141_174980	k141_174980_4	2388	3293	-	CAZyme|GT2
CGC432	TC	k141_175108	k141_175108_6	3191	4366	+	TC|2.A.39.1.3
CGC432	null	k141_175108	k141_175108_7	4340	5563	-	null
CGC432	TC	k141_175108	k141_175108_8	5789	6805	+	TC|4.D.1.1.2+CAZyme|GT2
CGC432	TC	k141_175108	k141_175108_9	6814	7758	+	TC|2.A.7.3.83
CGC433	TC	k141_175158	k141_175158_2	1257	3512	-	TC|9.B.238.3.3
CGC433	TC	k141_175158	k141_175158_3	3505	4209	-	TC|3.E.1.5.3+STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC433	CAZyme	k141_175158	k141_175158_4	4409	5413	-	CAZyme|CBM26_e0|CBM26_e0
CGC434	CAZyme	k141_175474	k141_175474_30	30319	31770	+	CAZyme|GT5_e9
CGC434	null	k141_175474	k141_175474_31	31787	32683	-	null
CGC434	TC	k141_175474	k141_175474_32	32885	33961	-	TC|3.A.1.11.7
CGC434	TC	k141_175474	k141_175474_33	33971	34759	-	TC|3.A.1.11.8
CGC434	TC	k141_175474	k141_175474_34	34753	35577	-	TC|3.A.1.11.8
CGC434	TC	k141_175474	k141_175474_35	35570	36643	-	TC|3.A.1.11.8
CGC435	CAZyme	k141_175543	k141_175543_6	8456	9403	+	CAZyme|CE8_e88
CGC435	null	k141_175543	k141_175543_7	9423	9584	+	null
CGC435	null	k141_175543	k141_175543_8	9560	9724	-	null
CGC435	TC	k141_175543	k141_175543_9	9787	11319	-	TC|9.B.238.3.3
CGC436	TC	k141_175598	k141_175598_1	2	847	+	TC|4.A.6.1.16
CGC436	null	k141_175598	k141_175598_2	940	1257	+	null
CGC436	CAZyme	k141_175598	k141_175598_3	1502	2599	+	CAZyme|GT4_e360
CGC436	TC	k141_175598	k141_175598_4	2610	3650	+	TC|4.D.2.1.5
CGC436	CAZyme	k141_175598	k141_175598_5	3654	5621	+	CAZyme|GT4_e192
CGC437	CAZyme	k141_175598	k141_175598_11	18922	24147	+	CAZyme|CBM32_e6|GH36_e54
CGC437	null	k141_175598	k141_175598_12	24233	25321	-	null
CGC437	TC	k141_175598	k141_175598_13	25461	27074	+	TC|2.A.58.2.7
CGC437	TC	k141_175598	k141_175598_14	27122	27871	+	TC|2.A.79.1.4
CGC438	TC	k141_175703	k141_175703_1	3	395	-	TC|2.A.40.1.1
CGC438	CAZyme	k141_175703	k141_175703_2	506	1849	-	CAZyme|GT119+TC|2.A.103.1.3
CGC439	TC	k141_175714	k141_175714_1	2	628	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC439	null	k141_175714	k141_175714_2	852	1034	-	null
CGC439	CAZyme	k141_175714	k141_175714_3	1031	2053	-	CAZyme|GH25_e95|CBM50_e758
CGC440	TC	k141_175896	k141_175896_1	3	1190	+	TC|9.B.18.1.6
CGC440	null	k141_175896	k141_175896_2	1194	1979	+	null
CGC440	CAZyme	k141_175896	k141_175896_3	1982	2722	+	CAZyme|GT26_e75
CGC440	CAZyme	k141_175896	k141_175896_4	2697	3782	+	CAZyme|GT4_e1434
CGC440	null	k141_175896	k141_175896_5	3779	4873	+	null
CGC440	TC	k141_175896	k141_175896_6	4873	5247	+	TC|4.D.1.1.3+CAZyme|GT2
CGC441	CAZyme	k141_175931	k141_175931_3	774	1583	-	CAZyme|CE4_e362
CGC441	TC	k141_175931	k141_175931_4	1842	3959	+	TC|8.A.163.1.3
CGC442	TC	k141_176134	k141_176134_1	2	1033	+	TC|3.A.11.1.5
CGC442	null	k141_176134	k141_176134_2	1139	2263	+	null
CGC442	STP	k141_176134	k141_176134_3	2337	3692	-	STP|Citrate_synt
CGC442	CAZyme	k141_176134	k141_176134_4	3900	5681	-	CAZyme|GH2_e128
CGC443	TC	k141_176228	k141_176228_2	251	1660	-	TC|3.A.1.103.5
CGC443	TC	k141_176228	k141_176228_3	1650	2462	-	TC|3.A.1.103.7
CGC443	CAZyme	k141_176228	k141_176228_4	2468	3613	-	CAZyme|GT4_e1301
CGC444	TC	k141_176287	k141_176287_2	466	3930	-	TC|3.A.11.1.5
CGC444	null	k141_176287	k141_176287_3	4209	4640	-	null
CGC444	null	k141_176287	k141_176287_4	4705	5946	-	null
CGC444	TC	k141_176287	k141_176287_5	6151	7155	-	TC|9.B.325.1.1
CGC444	null	k141_176287	k141_176287_6	7290	8468	+	null
CGC444	CAZyme	k141_176287	k141_176287_7	8487	10238	+	CAZyme|CBM48_e2|GH13_9
CGC445	CAZyme	k141_176348	k141_176348_4	2452	3492	+	CAZyme|GH25_e111|CBM50_e836
CGC445	null	k141_176348	k141_176348_5	3618	4310	+	null
CGC445	STP	k141_176348	k141_176348_6	4464	5171	+	STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC445	TC	k141_176348	k141_176348_7	5143	7227	+	TC|9.B.238.3.3
CGC446	TC	k141_176877	k141_176877_6	3990	4739	-	TC|3.A.1.207.7
CGC446	CAZyme	k141_176877	k141_176877_7	4914	6305	-	CAZyme|GH28_e117
CGC446	CAZyme	k141_176877	k141_176877_8	6302	7444	-	CAZyme|GH105_e17
CGC446	null	k141_176877	k141_176877_9	7903	8046	-	null
CGC446	TC	k141_176877	k141_176877_10	8069	10210	-	TC|2.A.37.2.5
CGC446	TC	k141_176877	k141_176877_11	10376	10720	-	TC|2.A.23.2.12
CGC447	CAZyme	k141_176937	k141_176937_45	39119	40663	-	CAZyme|GH13_44+TC|8.A.9.1.2
CGC447	CAZyme	k141_176937	k141_176937_46	40794	42260	-	CAZyme|GH1_e85
CGC448	TC	k141_176937	k141_176937_54	51510	52985	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC448	TF	k141_176937	k141_176937_55	53139	54872	-	TF|Mga
CGC448	TC	k141_176937	k141_176937_56	55099	56865	-	TC|3.D.10.1.9
CGC448	TC	k141_176937	k141_176937_57	56978	58684	+	TC|9.B.33.1.7
CGC448	STP	k141_176937	k141_176937_58	58677	59396	+	STP|HTH_18+STP|Response_reg+TF|HTH_AraC
CGC448	TC	k141_176937	k141_176937_59	59389	61122	+	TC|3.D.10.1.4
CGC449	TC	k141_177176	k141_177176_3	1292	1501	+	TC|4.A.1.2.9
CGC449	TC	k141_177176	k141_177176_4	1646	2683	+	TC|4.A.1.2.15
CGC449	TC	k141_177176	k141_177176_5	2707	4164	+	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC450	TC	k141_177267	k141_177267_5	3554	4579	+	TC|9.B.18.2.1
CGC450	null	k141_177267	k141_177267_6	4671	5771	+	null
CGC450	null	k141_177267	k141_177267_7	5764	6699	+	null
CGC450	CAZyme	k141_177267	k141_177267_8	6701	7879	+	CAZyme|GT4_e3670
CGC451	TC	k141_177340	k141_177340_1	123	788	+	TC|2.A.115.2.7
CGC451	CAZyme	k141_177340	k141_177340_2	738	1787	-	CAZyme|GT9_e20
CGC452	CAZyme	k141_177471	k141_177471_1	101	1282	-	CAZyme|GH93_e6
CGC452	TC	k141_177471	k141_177471_2	1287	1922	-	TC|3.A.1.1.34
CGC453	CAZyme	k141_177573	k141_177573_3	1610	4741	+	CAZyme|GH16_3|CBM4_e27|CBM4_e27|CBM4_e27
CGC453	CAZyme	k141_177573	k141_177573_4	5019	7430	+	CAZyme|GH94_e8
CGC453	CAZyme	k141_177573	k141_177573_5	7521	10223	+	CAZyme|GH94_e3
CGC453	TF	k141_177573	k141_177573_6	10341	11081	-	TF|0036286+STP|HTH_18
CGC453	null	k141_177573	k141_177573_7	11269	12660	+	null
CGC453	TC	k141_177573	k141_177573_8	12730	13701	+	TC|3.A.1.1.57
CGC453	TC	k141_177573	k141_177573_9	13701	14546	+	TC|3.A.1.1.57
CGC454	TC	k141_177609	k141_177609_1	91	717	+	TC|4.A.1.1.21
CGC454	CAZyme	k141_177609	k141_177609_2	889	2319	+	CAZyme|GH32_e76
CGC455	TC	k141_1778	k141_1778_2	323	1270	-	TC|9.B.18.2.4
CGC455	null	k141_1778	k141_1778_3	1254	1616	-	null
CGC455	CAZyme	k141_1778	k141_1778_4	1623	2333	-	CAZyme|GT2+TC|4.D.1.1.13
CGC455	CAZyme	k141_1778	k141_1778_5	2343	3164	-	CAZyme|GT2
CGC455	CAZyme	k141_1778	k141_1778_6	3161	4402	-	CAZyme|GT4_e641
CGC455	null	k141_1778	k141_1778_7	4399	5991	-	null
CGC455	CAZyme	k141_1778	k141_1778_8	5978	8005	-	CAZyme|GT4_e934
CGC455	TC	k141_1778	k141_1778_9	8055	8762	-	TC|3.A.1.103.4
CGC456	TC	k141_177827	k141_177827_1	2	1852	+	TC|3.A.29.1.7
CGC456	CAZyme	k141_177827	k141_177827_2	1883	2812	+	CAZyme|CBM34_e11+TC|8.A.9.1.3
CGC457	TC	k141_17788	k141_17788_1	41	1396	+	TC|3.B.1.1.5
CGC457	TC	k141_17788	k141_17788_2	1411	2547	+	TC|3.B.1.1.3
CGC457	TC	k141_17788	k141_17788_3	2586	2954	+	TC|3.B.1.1.2
CGC457	TC	k141_17788	k141_17788_4	3017	4165	+	TC|3.B.1.1.7
CGC457	TC	k141_17788	k141_17788_5	4182	5588	+	TC|3.B.1.1.6
CGC457	CAZyme	k141_17788	k141_17788_6	5979	8072	+	CAZyme|GH73_e116
CGC457	null	k141_17788	k141_17788_7	8201	9817	+	null
CGC457	TC	k141_17788	k141_17788_8	9957	12485	+	TC|3.A.9.1.2
CGC458	TC	k141_178029	k141_178029_1	3	980	+	TC|2.A.66.6.1+CAZyme|GT4_e2316
CGC458	CAZyme	k141_178029	k141_178029_2	981	1373	+	CAZyme|GT2+TC|4.D.1.1.13
CGC459	CAZyme	k141_178256	k141_178256_2	1271	2845	-	CAZyme|GH43_12|CBM91_e28
CGC459	null	k141_178256	k141_178256_3	2995	3297	+	null
CGC459	TC	k141_178256	k141_178256_4	3303	3464	+	TC|2.A.25.1.3
CGC460	TC	k141_178267	k141_178267_5	2281	3480	+	TC|4.A.3.2.11
CGC460	TC	k141_178267	k141_178267_6	3473	4891	+	TC|8.A.49.1.1+CAZyme|GH1_e0
CGC461	TC	k141_178293	k141_178293_2	1107	2939	+	TC|3.A.1.120.8
CGC461	null	k141_178293	k141_178293_3	3029	3634	+	null
CGC461	CAZyme	k141_178293	k141_178293_4	3745	4728	+	CAZyme|GH109_e5
CGC461	null	k141_178293	k141_178293_5	4748	5968	+	null
CGC461	null	k141_178293	k141_178293_6	5965	6828	+	null
CGC461	TC	k141_178293	k141_178293_7	7103	7705	+	TC|8.A.163.1.3
CGC462	TC	k141_179135	k141_179135_1	2	1126	+	TC|9.B.325.1.1
CGC462	CAZyme	k141_179135	k141_179135_2	1192	1806	-	CAZyme|CE4_e275
CGC463	TC	k141_179467	k141_179467_6	4843	5157	+	TC|4.A.3.1.1
CGC463	TC	k141_179467	k141_179467_7	5206	6882	+	TC|4.A.3.1.1
CGC463	TC	k141_179467	k141_179467_8	6936	8363	+	TC|8.A.49.1.2+CAZyme|GH1_e65
CGC464	CAZyme	k141_179952	k141_179952_12	8650	9774	-	CAZyme|GT119+TC|2.A.103.1.3
CGC464	TC	k141_179952	k141_179952_13	9798	10769	-	TC|9.B.146.1.6
CGC465	CAZyme	k141_180663	k141_180663_37	36312	37514	+	CAZyme|GT4_e510
CGC465	null	k141_180663	k141_180663_38	37666	38388	+	null
CGC465	null	k141_180663	k141_180663_39	38405	39463	+	null
CGC465	CAZyme	k141_180663	k141_180663_40	39481	40425	+	CAZyme|GT32_e106
CGC465	CAZyme	k141_180663	k141_180663_41	40422	41516	+	CAZyme|GT4_e2066
CGC465	null	k141_180663	k141_180663_42	41533	42852	+	null
CGC465	TC	k141_180663	k141_180663_43	42849	44297	+	TC|2.A.66.2.23
CGC465	CAZyme	k141_180663	k141_180663_44	44305	45234	+	CAZyme|GT32_e106
CGC465	null	k141_180663	k141_180663_45	45268	46479	+	null
CGC465	TC	k141_180663	k141_180663_46	46493	47443	+	TC|4.D.1.1.3+CAZyme|GT2
CGC466	CAZyme	k141_18073	k141_18073_1	1	1485	-	CAZyme|GH28_e123
CGC466	STP	k141_18073	k141_18073_2	1572	2393	+	STP|HTH_18+TF|HTH_AraC
CGC466	TC	k141_18073	k141_18073_3	2494	3351	-	TC|3.A.1.1.11
CGC466	TC	k141_18073	k141_18073_4	3363	4289	-	TC|3.A.1.1.11
CGC467	CAZyme	k141_180853	k141_180853_3	2373	4079	+	CAZyme|GT83_e8
CGC467	CAZyme	k141_180853	k141_180853_4	4201	5130	-	CAZyme|GT2+TC|4.D.1.1.14
CGC468	TC	k141_180896	k141_180896_1	2	295	-	TC|4.D.1.1.3+CAZyme|GT2
CGC468	TC	k141_180896	k141_180896_2	707	2065	-	TC|2.A.66.1.40
CGC469	CAZyme	k141_180921	k141_180921_1	1	1212	+	CAZyme|GT83_e8
CGC469	CAZyme	k141_180921	k141_180921_2	1308	2273	-	CAZyme|GT2+TC|4.D.1.1.14
CGC470	CAZyme	k141_181124	k141_181124_1	3	941	-	CAZyme|GT2+TC|2.A.127.1.18
CGC470	TC	k141_181124	k141_181124_2	946	1968	-	TC|4.D.1.1.15+CAZyme|GT2
CGC470	TC	k141_181124	k141_181124_3	1981	2985	-	TC|4.D.1.1.15+CAZyme|GT2
CGC470	CAZyme	k141_181124	k141_181124_4	2982	4256	-	CAZyme|GT4_e1043
CGC471	TC	k141_181995	k141_181995_54	55211	57376	+	TC|3.A.1.135.6
CGC471	TC	k141_181995	k141_181995_55	57380	59221	+	TC|3.A.1.135.6
CGC471	STP	k141_181995	k141_181995_56	59526	60098	+	STP|Spo0A_C
CGC471	CAZyme	k141_181995	k141_181995_57	60186	61646	+	CAZyme|GT5_e9
CGC472	TC	k141_181999	k141_181999_1	491	2824	+	TC|9.A.8.1.14+STP|FeoA
CGC472	TC	k141_181999	k141_181999_2	2824	4188	+	TC|2.A.66.1.48
CGC472	null	k141_181999	k141_181999_3	4192	5067	+	null
CGC472	null	k141_181999	k141_181999_4	5133	5822	-	null
CGC472	TC	k141_181999	k141_181999_5	6326	11449	+	TC|8.A.9.1.2+CAZyme|GH13_39
CGC472	TC	k141_181999	k141_181999_6	11603	13204	+	TC|3.A.18.1.1
CGC473	TC	k141_181999	k141_181999_11	18262	19809	+	TC|2.A.135.1.6
CGC473	null	k141_181999	k141_181999_12	19818	20498	+	null
CGC473	CAZyme	k141_181999	k141_181999_13	20567	21880	+	CAZyme|GH27_e28
CGC474	CAZyme	k141_182236	k141_182236_2	463	2004	-	CAZyme|GH32_e50
CGC474	null	k141_182236	k141_182236_3	2099	2845	-	null
CGC474	TC	k141_182236	k141_182236_4	2893	4269	-	TC|4.A.1.2.11
CGC474	TF	k141_182236	k141_182236_5	4455	5465	-	TF|LacI+STP|Peripla_BP_3
CGC474	TC	k141_182236	k141_182236_6	5672	6337	-	TC|9.B.20.4.6
CGC475	TC	k141_182583	k141_182583_1	3	950	-	TC|2.A.3.8.12
CGC475	null	k141_182583	k141_182583_2	1060	1440	+	null
CGC475	CAZyme	k141_182583	k141_182583_3	1511	2281	+	CAZyme|GT51_e10
CGC476	CAZyme	k141_182617	k141_182617_6	3550	4539	-	CAZyme|GT2+TC|4.D.1.3.3
CGC476	TC	k141_182617	k141_182617_7	4601	5236	-	TC|1.A.16.5.1
CGC476	TC	k141_182617	k141_182617_8	5511	7787	+	TC|3.A.9.1.2
CGC477	CAZyme	k141_182923	k141_182923_5	1279	1851	+	CAZyme|GH25_e110
CGC477	null	k141_182923	k141_182923_6	2051	3508	-	null
CGC477	null	k141_182923	k141_182923_7	3676	4623	+	null
CGC477	TC	k141_182923	k141_182923_8	4696	6852	+	TC|3.A.11.1.1
CGC477	TC	k141_182923	k141_182923_9	7070	7933	+	TC|1.A.23.2.1
CGC478	TC	k141_183024	k141_183024_7	3634	4635	-	TC|8.A.5.1.4
CGC478	TC	k141_183024	k141_183024_8	4619	5458	-	TC|1.A.115.1.2
CGC478	STP	k141_183024	k141_183024_9	5571	6428	+	STP|LysR_substrate+TF|HTH_1
CGC478	TC	k141_183024	k141_183024_10	6463	7947	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC479	TC	k141_183078	k141_183078_1	2	1213	-	TC|1.B.14.6.1
CGC479	CAZyme	k141_183078	k141_183078_2	1314	2366	-	CAZyme|GH28_e30
CGC480	CAZyme	k141_183353	k141_183353_1	104	1048	+	CAZyme|GT116
CGC480	TC	k141_183353	k141_183353_2	1130	1423	-	TC|3.A.1.1.62
CGC481	TC	k141_183359	k141_183359_1	1	435	-	TC|2.A.2.1.1
CGC481	CAZyme	k141_183359	k141_183359_2	486	1046	-	CAZyme|GH5_13
CGC482	TC	k141_183471	k141_183471_1	3	2534	-	TC|3.A.9.1.2
CGC482	TC	k141_183471	k141_183471_2	2707	3756	-	TC|3.A.1.2.14
CGC482	TC	k141_183471	k141_183471_3	3888	4904	-	TC|3.A.1.2.14
CGC482	TC	k141_183471	k141_183471_4	4904	5968	-	TC|3.A.1.2.25
CGC482	TC	k141_183471	k141_183471_5	5961	7481	-	TC|3.A.1.2.14
CGC482	TC	k141_183471	k141_183471_6	7605	8729	-	TC|3.A.1.2.14
CGC482	TC	k141_183471	k141_183471_7	8868	10346	-	TC|9.B.33.1.7
CGC482	STP	k141_183471	k141_183471_8	10398	11999	-	STP|HTH_18+STP|Response_reg+TF|HTH_AraC
CGC482	CAZyme	k141_183471	k141_183471_9	12354	14123	-	CAZyme|CBM34_e0|GH13_20
CGC482	TC	k141_183471	k141_183471_10	14282	16981	-	TC|9.B.238.3.1
CGC482	STP	k141_183471	k141_183471_11	16978	18423	-	STP|Response_reg+TC|8.A.85.3.3
CGC482	STP	k141_183471	k141_183471_12	18493	19188	-	STP|HMA+TC|3.A.3.5.15
CGC483	TC	k141_183672	k141_183672_2	802	1038	-	TC|3.D.1.6.4
CGC483	null	k141_183672	k141_183672_3	1094	2110	-	null
CGC483	null	k141_183672	k141_183672_4	2194	3285	-	null
CGC483	TC	k141_183672	k141_183672_5	3295	4500	-	TC|3.A.1.103.5
CGC483	CAZyme	k141_183672	k141_183672_6	4523	5500	-	CAZyme|GT2+TC|4.D.1.1.13
CGC483	null	k141_183672	k141_183672_7	5518	6360	-	null
CGC483	CAZyme	k141_183672	k141_183672_8	6373	8544	-	CAZyme|GT2|GT4_e1204
CGC484	TC	k141_183672	k141_183672_12	12358	13443	-	TC|4.D.1.1.15+CAZyme|GT2
CGC484	CAZyme	k141_183672	k141_183672_13	13456	15372	-	CAZyme|GH5_47
CGC484	null	k141_183672	k141_183672_14	15400	16539	-	null
CGC484	TC	k141_183672	k141_183672_15	16544	17497	-	TC|4.D.1.1.3+CAZyme|GT2
CGC484	CAZyme	k141_183672	k141_183672_16	17511	18677	-	CAZyme|GT4_e2612
CGC484	STP	k141_183672	k141_183672_17	18695	19915	-	STP|Fer4
CGC484	null	k141_183672	k141_183672_18	19926	21041	-	null
CGC484	TC	k141_183672	k141_183672_19	21034	22116	-	TC|4.D.1.1.3+CAZyme|GT2
CGC484	CAZyme	k141_183672	k141_183672_20	22122	23222	-	CAZyme|GT4_e150
CGC485	TC	k141_183672	k141_183672_24	25588	26739	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC485	TC	k141_183672	k141_183672_25	26752	28146	-	TC|9.B.18.1.6
CGC486	TC	k141_183831	k141_183831_1	1	903	-	TC|9.B.18.2.2
CGC486	CAZyme	k141_183831	k141_183831_2	1621	2370	-	CAZyme|GT111_e25
CGC486	null	k141_183831	k141_183831_3	2371	3516	-	null
CGC486	CAZyme	k141_183831	k141_183831_4	3522	4817	-	CAZyme|GT4_e760
CGC486	TC	k141_183831	k141_183831_5	4814	5938	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC486	TC	k141_183831	k141_183831_6	5939	6652	-	TC|9.B.18.1.6
CGC487	TC	k141_183864	k141_183864_1	2	811	-	TC|3.A.1.105.17
CGC487	null	k141_183864	k141_183864_2	808	1503	-	null
CGC487	null	k141_183864	k141_183864_3	1749	2267	+	null
CGC487	CAZyme	k141_183864	k141_183864_4	2349	3659	-	CAZyme|GH29_e81
CGC487	null	k141_183864	k141_183864_5	3764	6265	-	null
CGC487	TC	k141_183864	k141_183864_6	6265	7011	-	TC|9.B.158.1.1
CGC487	TF	k141_183864	k141_183864_7	7109	7891	-	TF|HTH_DeoR+STP|DeoRC
CGC487	TC	k141_183864	k141_183864_8	7972	8946	-	TC|3.A.1.5.20
CGC487	TC	k141_183864	k141_183864_9	8950	9939	-	TC|3.A.1.5.20
CGC487	TC	k141_183864	k141_183864_10	9952	10716	-	TC|3.A.1.5.11
CGC488	TC	k141_184027	k141_184027_1	2	1036	+	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC488	TC	k141_184027	k141_184027_2	1082	2665	-	TC|2.A.16.2.2
CGC488	CAZyme	k141_184027	k141_184027_3	2896	3921	+	CAZyme|GT2
CGC489	TC	k141_18404	k141_18404_1	2	1396	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC489	null	k141_18404	k141_18404_2	1481	2215	-	null
CGC489	null	k141_18404	k141_18404_3	2591	4708	+	null
CGC489	TC	k141_18404	k141_18404_4	4744	5352	-	TC|8.A.147.1.2
CGC490	TC	k141_184433	k141_184433_15	19594	20316	-	TC|3.A.1.3.30
CGC490	null	k141_184433	k141_184433_16	20372	20869	-	null
CGC490	CAZyme	k141_184433	k141_184433_17	20999	23020	+	CAZyme|GH133_e2
CGC491	TC	k141_184901	k141_184901_1	1	498	-	TC|3.A.1.1.62
CGC491	TF	k141_184901	k141_184901_2	622	1467	+	TF|0036286+STP|HTH_18
CGC491	TC	k141_184901	k141_184901_3	1464	2765	-	TC|2.A.66.1.37
CGC491	TC	k141_184901	k141_184901_4	2897	4285	+	TC|4.A.1.2.1
CGC491	CAZyme	k141_184901	k141_184901_5	4282	5679	+	CAZyme|GH32_e76
CGC491	STP	k141_184901	k141_184901_6	5694	6656	+	STP|PfkB
CGC491	TC	k141_184901	k141_184901_7	6841	7377	+	TC|9.B.105.1.10
CGC492	TC	k141_184966	k141_184966_2	1207	2886	+	TC|4.A.1.1.11
CGC492	null	k141_184966	k141_184966_3	2893	3711	+	null
CGC492	CAZyme	k141_184966	k141_184966_4	4084	5586	+	CAZyme|GH77_e1
CGC493	TC	k141_185143	k141_185143_46	30135	30527	+	TC|1.E.43.1.3
CGC493	TC	k141_185143	k141_185143_47	30517	30813	+	TC|1.E.56.1.5
CGC493	CAZyme	k141_185143	k141_185143_48	30797	31342	+	CAZyme|GH108_e61+TC|1.A.136.1.1
CGC494	TC	k141_185213	k141_185213_4	3232	3939	-	TC|9.B.28.1.2
CGC494	CAZyme	k141_185213	k141_185213_5	4063	4779	-	CAZyme|CE4_e194
CGC495	TC	k141_185399	k141_185399_9	5352	6734	+	TC|2.A.66.1.48
CGC495	CAZyme	k141_185399	k141_185399_10	6864	7589	-	CAZyme|CE4_e26
CGC496	CAZyme	k141_185441	k141_185441_3	1225	2151	-	CAZyme|CE4_e253
CGC496	null	k141_185441	k141_185441_4	2106	2384	-	null
CGC496	null	k141_185441	k141_185441_5	2381	2827	-	null
CGC496	TC	k141_185441	k141_185441_6	2852	3076	-	TC|3.A.5.2.1
CGC496	null	k141_185441	k141_185441_7	3129	3329	-	null
CGC496	null	k141_185441	k141_185441_8	3326	3772	-	null
CGC496	TC	k141_185441	k141_185441_9	3775	4185	-	TC|2.A.129.1.8
CGC497	TC	k141_185519	k141_185519_2	331	1290	-	TC|3.A.7.14.2+CAZyme|GH73_e99
CGC497	TC	k141_185519	k141_185519_3	1436	2812	-	TC|2.A.25.1.4
CGC498	CAZyme	k141_185543	k141_185543_4	4112	5503	-	CAZyme|GT2
CGC498	null	k141_185543	k141_185543_5	5953	6588	+	null
CGC498	TC	k141_185543	k141_185543_6	6770	7246	-	TC|3.A.3.23.2
CGC498	TC	k141_185543	k141_185543_7	7243	9150	-	TC|3.A.3.23.2
CGC499	TC	k141_185610	k141_185610_16	19799	21631	+	TC|3.A.1.120.6
CGC499	TC	k141_185610	k141_185610_17	21668	22108	-	TC|2.A.79.1.6
CGC499	TC	k141_185610	k141_185610_18	22110	22892	-	TC|2.A.79.1.5
CGC499	null	k141_185610	k141_185610_19	22959	23282	-	null
CGC499	null	k141_185610	k141_185610_20	23372	23803	-	null
CGC499	TC	k141_185610	k141_185610_21	23796	24401	-	TC|9.A.11.1.1
CGC499	CAZyme	k141_185610	k141_185610_22	24930	28433	+	CAZyme|CBM61_e15|GH53_e14|CBM61_e15
CGC499	STP	k141_185610	k141_185610_23	28514	29749	+	STP|Fer4
CGC499	TC	k141_185610	k141_185610_24	29791	30294	+	TC|9.A.11.1.1
CGC500	CAZyme	k141_185610	k141_185610_48	59409	61862	-	CAZyme|GH94_e12
CGC500	STP	k141_185610	k141_185610_49	62244	63254	+	STP|Peripla_BP_3+TF|0036955
CGC500	TC	k141_185610	k141_185610_50	63485	64312	+	TC|2.A.7.28.13
CGC501	TC	k141_185716	k141_185716_4	3878	4759	+	TC|3.A.1.1.57
CGC501	TC	k141_185716	k141_185716_5	4770	5594	+	TC|3.A.1.1.61
CGC501	CAZyme	k141_185716	k141_185716_6	5612	6418	+	CAZyme|GH36_e0
CGC502	TC	k141_186031	k141_186031_9	6250	7242	+	TC|4.D.1.1.15+CAZyme|GT2
CGC502	CAZyme	k141_186031	k141_186031_10	7307	8434	+	CAZyme|GT2
